character,ep_title,text
KIRK,"Let
That Be Your Last Battlefield","Hear him, listen to him."
KIRK,"Let
That Be Your Last Battlefield","Maybe he
can change."
KIRK,"Let
That Be Your Last Battlefield",Maybe he wants to change his image.
KIRK,"Let
That Be Your Last Battlefield","There must have been a time, long ago no doubt, when that was
true."
KIRK,"Let
That Be Your Last Battlefield",Excuse me.
KIRK,"Let
That Be Your Last Battlefield",Kirk here.
KIRK,"Let
That Be Your Last Battlefield",Very good.
KIRK,"Let
That Be Your Last Battlefield",Commence decontamination procedures when ready.
KIRK,"Let
That Be Your Last Battlefield","Advise
when complete."
KIRK,"Let
That Be Your Last Battlefield",Kirk here.
KIRK,"Let
That Be Your Last Battlefield",Good.
KIRK,"Let
That Be Your Last Battlefield",Repeat procedure for maximum effect.
KIRK,"Let
That Be Your Last Battlefield",Kirk here.
KIRK,"Let
That Be Your Last Battlefield",Very good.
KIRK,"Let
That Be Your Last Battlefield",We'll be right up.
KIRK,"Let
That Be Your Last Battlefield",Set directional controls for Starbase Four.
KIRK,"Let
That Be Your Last Battlefield",Kirk out.
KIRK,"Let
That Be Your Last Battlefield",Will you join us on the bridge?
KIRK,"Let
That Be Your Last Battlefield",Can you determine which ones?
KIRK,"Let
That Be Your Last Battlefield","At the moment, I seem to have no choice."
KIRK,"Let
That Be Your Last Battlefield","After so many years of leading the fight, you seem very much
alive."
KIRK,"Let
That Be Your Last Battlefield","Bele, you keep this up, and you'll never get to Cheron with your
prisoner."
KIRK,"Let
That Be Your Last Battlefield",The rest of this ship will be irreparably damaged.
KIRK,"Let
That Be Your Last Battlefield","This will
be your final battlefield."
KIRK,"Let
That Be Your Last Battlefield","Your fifty thousand years of pursuit will
have been wasted."
KIRK,"Let
That Be Your Last Battlefield","And you, Lokai, will die here in space."
KIRK,"Let
That Be Your Last Battlefield","You'll inspire no more
disciples."
KIRK,"Let
That Be Your Last Battlefield",Your cause will be ended.
KIRK,"Let
That Be Your Last Battlefield",You've made your point.
KIRK,"Let
That Be Your Last Battlefield",I understand.
KIRK,"Let
That Be Your Last Battlefield",Will you return the Enterprise to my control?
KIRK,"Let
That Be Your Last Battlefield","Scotty, have repairs on directional control been completed?"
KIRK,"Let
That Be Your Last Battlefield",Check controls and co-ordinates.
KIRK,"Let
That Be Your Last Battlefield",Is it within visual range?
KIRK,"Let
That Be Your Last Battlefield","Chekov, put it on the screen."
KIRK,"Let
That Be Your Last Battlefield",Extreme magnification.
KIRK,"Let
That Be Your Last Battlefield","What are you
picking up?"
KIRK,"Let
That Be Your Last Battlefield","You mean, all the people are dead?"
KIRK,"Let
That Be Your Last Battlefield","Yes, Commissioner, all of them."
KIRK,"Let
That Be Your Last Battlefield",Stop it!
KIRK,"Let
That Be Your Last Battlefield",What's the matter with you two?
KIRK,"Let
That Be Your Last Battlefield",Didn't you hear Spock?
KIRK,"Let
That Be Your Last Battlefield",Your planet is dead!
KIRK,"Let
That Be Your Last Battlefield",There's nobody alive on Cheron because of hate.
KIRK,"Let
That Be Your Last Battlefield",The cause you fought about no longer exists.
KIRK,"Let
That Be Your Last Battlefield","Give yourselves time to
breathe."
KIRK,"Let
That Be Your Last Battlefield",Give up your hate.
KIRK,"Let
That Be Your Last Battlefield",You're welcome to live with us.
KIRK,"Let
That Be Your Last Battlefield","Listen to
me."
KIRK,"Let
That Be Your Last Battlefield",You both must end up dead if you don't stop hating.
KIRK,"Let
That Be Your Last Battlefield",Bele.
KIRK,"Let
That Be Your Last Battlefield",The chase is finished.
KIRK,"Let
That Be Your Last Battlefield",Bele.
KIRK,"Let
That Be Your Last Battlefield","No, Lieutenant."
KIRK,"Let
That Be Your Last Battlefield",Where can they run?
KIRK,"Let
That Be Your Last Battlefield","Spock, anyone in the transporter room?"
KIRK,"Let
That Be Your Last Battlefield",There's nobody there to try him.
KIRK,"Let
That Be Your Last Battlefield",His judges are all dead.
KIRK,"Let
That Be Your Last Battlefield",Of course.
KIRK,"Let
That Be Your Last Battlefield","No, but that's all they have left."
KIRK,"Let
That Be Your Last Battlefield","Warp factor two, Mister Sulu."
KIRK,"Let
That Be Your Last Battlefield",Set course for Starbase Four.
CHEKOV,"Let
That Be Your Last Battlefield","At present speed, our eta is three hours, four minutes, sir."
CHEKOV,"Let
That Be Your Last Battlefield",I think that may be a Starfleet shuttlecraft.
CHEKOV,"Let
That Be Your Last Battlefield","Captain, contact with alien ship, sir."
CHEKOV,"Let
That Be Your Last Battlefield","I verify, sir, it's out there."
CHEKOV,"Let
That Be Your Last Battlefield","No malfunction, sir."
CHEKOV,"Let
That Be Your Last Battlefield",The reading persists.
CHEKOV,"Let
That Be Your Last Battlefield",It's headed straight for us!
CHEKOV,"Let
That Be Your Last Battlefield","It shifts with us, sir."
CHEKOV,"Let
That Be Your Last Battlefield",And we're pushing to the limit!
CHEKOV,"Let
That Be Your Last Battlefield",We're on collision course.
CHEKOV,"Let
That Be Your Last Battlefield",Chekov to Captain Kirk.
CHEKOV,"Let
That Be Your Last Battlefield",Chekov to Captain Kirk.
CHEKOV,"Let
That Be Your Last Battlefield",Urgent.
CHEKOV,"Let
That Be Your Last Battlefield","Captain, we're off course."
CHEKOV,"Let
That Be Your Last Battlefield","That's just it, sir."
CHEKOV,"Let
That Be Your Last Battlefield","The ship's taken a new heading all by
itself."
CHEKOV,"Let
That Be Your Last Battlefield",We're moving at warp eight.
CHEKOV,"Let
That Be Your Last Battlefield",four oh three mark seven.
CHEKOV,"Let
That Be Your Last Battlefield","Straight for the Coal Sack if there
is no letup."
CHEKOV,"Let
That Be Your Last Battlefield",Four oh three mark seven.
CHEKOV,"Let
That Be Your Last Battlefield","After all, we are only human."
CHEKOV,"Let
That Be Your Last Battlefield",There was persecution on Earth once.
CHEKOV,"Let
That Be Your Last Battlefield","I remember reading about
it in my history class."
CHEKOV,"Let
That Be Your Last Battlefield","Ready, sir."
CHEKOV,"Let
That Be Your Last Battlefield",Tanks positioned.
CHEKOV,"Let
That Be Your Last Battlefield","Ready, sir."
CHEKOV,"Let
That Be Your Last Battlefield","I don't rightly know, Mister Spock."
CHEKOV,"Let
That Be Your Last Battlefield","I was trying to programme
for Starbase Four as ordered."
CHEKOV,"Let
That Be Your Last Battlefield",I can't get a response.
CHEKOV,"Let
That Be Your Last Battlefield",We are not killers.
CHEKOV,"Let
That Be Your Last Battlefield",Locking onto co-ordinates.
UHURA,"Let
That Be Your Last Battlefield","Aye, aye, sir."
UHURA,"Let
That Be Your Last Battlefield","Aye, Captain."
UHURA,"Let
That Be Your Last Battlefield","No response, sir."
UHURA,"Let
That Be Your Last Battlefield","Aye, sir."
UHURA,"Let
That Be Your Last Battlefield",Hailing on all frequencies.
UHURA,"Let
That Be Your Last Battlefield","Aye, sir."
UHURA,"Let
That Be Your Last Battlefield",Lieutenant Uhura here.
UHURA,"Let
That Be Your Last Battlefield","Aye, sir."
UHURA,"Let
That Be Your Last Battlefield","Captain, I've tried all hailing frequencies."
UHURA,"Let
That Be Your Last Battlefield","Negative, sir."
UHURA,"Let
That Be Your Last Battlefield","Aye, sir."
UHURA,"Let
That Be Your Last Battlefield","Aye, sir."
UHURA,"Let
That Be Your Last Battlefield",Uhura to Captain Kirk.
UHURA,"Let
That Be Your Last Battlefield","I have a communication from Starfleet Command, sir."
UHURA,"Let
That Be Your Last Battlefield","Starfleet Command extends greetings to
Commissioner Bele of the planet Cheron."
UHURA,"Let
That Be Your Last Battlefield","His urgent request to be
transported to his planet with the man he claims prisoner has been
taken under consideration."
UHURA,"Let
That Be Your Last Battlefield","It is with great regret that we cannot
honour that request."
UHURA,"Let
That Be Your Last Battlefield","Intergalactic treaty clearly specifies that no
being can be extradited without due process."
UHURA,"Let
That Be Your Last Battlefield","In view of the
circumstances, we have no doubt that after a hearing at Starbase,
Commissioner Bele will be permitted to retain his prisoner and be
provided transportation"
UHURA,"Let
That Be Your Last Battlefield","Ready, Mister Scott."
UHURA,"Let
That Be Your Last Battlefield",Ariannus says go ahead.
UHURA,"Let
That Be Your Last Battlefield","It just seemed to go dead, sir."
UHURA,"Let
That Be Your Last Battlefield","Shall I alert security, sir?"
UHURA,"Let
That Be Your Last Battlefield","Captain, someone has activated the transporter mechanism."
UHURA,"Let
That Be Your Last Battlefield","Captain, the transporter mechanism has been activated again."
UHURA,"Let
That Be Your Last Battlefield",It doesn't make any sense.
UHURA,"Let
That Be Your Last Battlefield","Do you suppose that's all they ever had, sir?"
SCOTT,"Let
That Be Your Last Battlefield","None, sir."
SCOTT,"Let
That Be Your Last Battlefield",All tanks are being positioned.
SCOTT,"Let
That Be Your Last Battlefield",Scott here.
SCOTT,"Let
That Be Your Last Battlefield","Aye, sir."
SCOTT,"Let
That Be Your Last Battlefield",Hold.
SCOTT,"Let
That Be Your Last Battlefield","Captain, no malfunction
indicated."
SCOTT,"Let
That Be Your Last Battlefield","Aye, sir."
SCOTT,"Let
That Be Your Last Battlefield",Out.
SCOTT,"Let
That Be Your Last Battlefield",(presses a lot of buttons.)
SCOTT,"Let
That Be Your Last Battlefield",Engineer to bridge.
SCOTT,"Let
That Be Your Last Battlefield","On auxiliary, sir."
SCOTT,"Let
That Be Your Last Battlefield",I'll be right up.
SCOTT,"Let
That Be Your Last Battlefield","Captain, we are now at warp ten and the speed is increasing!"
SCOTT,"Let
That Be Your Last Battlefield","This is Lieutenant Commander Scott, chief engineering officer of
the USS Enterprise."
SCOTT,"Let
That Be Your Last Battlefield","Destruct sequence number three, code one B, two B,
three."
SCOTT,"Let
That Be Your Last Battlefield","And at warp ten, we're going now here mighty fast."
SCOTT,"Let
That Be Your Last Battlefield","Warp six and smoothly operating, sir."
SCOTT,"Let
That Be Your Last Battlefield",Disgusting is what I call them.
SCOTT,"Let
That Be Your Last Battlefield","Mister Spock, the word disgusting describes exactly what I feel
about those two."
SCOTT,"Let
That Be Your Last Battlefield","We're orbiting Ariannus, sir."
SCOTT,"Let
That Be Your Last Battlefield","At once, sir."
SCOTT,"Let
That Be Your Last Battlefield",Scott out.
SCOTT,"Let
That Be Your Last Battlefield",Ready for decontamination procedure.
SCOTT,"Let
That Be Your Last Battlefield","Mister Sulu, lock into co-ordinates requested by Ariannus."
SCOTT,"Let
That Be Your Last Battlefield","Mister Chekov, position tanks for spray release."
SCOTT,"Let
That Be Your Last Battlefield","Lieutenant Uhura, advise Ariannus the mission is to begin on
signal."
SCOTT,"Let
That Be Your Last Battlefield",All ground precautions must be ready.
SCOTT,"Let
That Be Your Last Battlefield","Well, let 'er rip."
SCOTT,"Let
That Be Your Last Battlefield",Scott to Captain Kirk.
SCOTT,"Let
That Be Your Last Battlefield","First run complete, sir."
SCOTT,"Let
That Be Your Last Battlefield","Aye, sir."
SCOTT,"Let
That Be Your Last Battlefield","Ready to repeat decontamination
procedure."
SCOTT,"Let
That Be Your Last Battlefield",Mister Sulu?
SCOTT,"Let
That Be Your Last Battlefield","We're completing the final orbit of Ariannus, sir."
SCOTT,"Let
That Be Your Last Battlefield","I'm awaiting
instructions to set course for the next destination."
SCOTT,"Let
That Be Your Last Battlefield","Aye, sir."
SCOTT,"Let
That Be Your Last Battlefield",Re-routed.
SULU,"Let
That Be Your Last Battlefield","Captain, sensors indicate a space vehicle of some sort ahead."
SULU,"Let
That Be Your Last Battlefield","Coming into range now, sir."
SULU,"Let
That Be Your Last Battlefield",It's following a very erratic course.
SULU,"Let
That Be Your Last Battlefield","It looks like the one reported stolen from Starbase Four two
weeks ago."
SULU,"Let
That Be Your Last Battlefield",Tractor beams activated.
SULU,"Let
That Be Your Last Battlefield","We have it, sir."
SULU,"Let
That Be Your Last Battlefield","Aye, sir."
SULU,"Let
That Be Your Last Battlefield",Hangar doors open and clearing for entrance of shuttlecraft.
SULU,"Let
That Be Your Last Battlefield",Shuttlecraft approaching hangar deck.
SULU,"Let
That Be Your Last Battlefield",Bridge to Captain Kirk.
SULU,"Let
That Be Your Last Battlefield","Hangar doors closed, and hangar deck is pressurising."
SULU,"Let
That Be Your Last Battlefield","Automatic, sir."
SULU,"Let
That Be Your Last Battlefield",It's out of control or a suicide mission.
SULU,"Let
That Be Your Last Battlefield",Brace yourself for collision.
SULU,"Let
That Be Your Last Battlefield",Brace yourself.
SULU,"Let
That Be Your Last Battlefield","No, sir."
SULU,"Let
That Be Your Last Battlefield",The ship is unresponsive.
SULU,"Let
That Be Your Last Battlefield","We're moving away from
Ariannus."
SULU,"Let
That Be Your Last Battlefield",I can't understand it.
SULU,"Let
That Be Your Last Battlefield",I simply have no control.
SULU,"Let
That Be Your Last Battlefield","No one knows how he'll react under pressure, Lokai."
SULU,"Let
That Be Your Last Battlefield","Yes, but it happened way back in the twentieth century."
SULU,"Let
That Be Your Last Battlefield","There's
no such primitive thinking today."
SULU,"Let
That Be Your Last Battlefield",Ready here.
SULU,"Let
That Be Your Last Battlefield","Locked in, sir."
SULU,"Let
That Be Your Last Battlefield",Ready here.
SULU,"Let
That Be Your Last Battlefield",Controls operating.
SULU,"Let
That Be Your Last Battlefield",The Enterprise is responding as always.
SULU,"Let
That Be Your Last Battlefield","Captain, it's beautiful."
SULU,"Let
That Be Your Last Battlefield",But their planet's dead.
SULU,"Let
That Be Your Last Battlefield",Does it matter now which one's right?
SPOCK,"Let
That Be Your Last Battlefield","That is exactly what it is, Mister Chekov."
SPOCK,"Let
That Be Your Last Battlefield","Captain, there is one living creature aboard."
SPOCK,"Let
That Be Your Last Battlefield",Humanoid.
SPOCK,"Let
That Be Your Last Battlefield","He is
either injured or ill. His craft shows internal atmospheric leakage."
SPOCK,"Let
That Be Your Last Battlefield",The creature may be suffocating.
SPOCK,"Let
That Be Your Last Battlefield","You are certain, Doctor, that this pigmentation is the natural
condition of this individual?"
SPOCK,"Let
That Be Your Last Battlefield","Negative, Captain."
SPOCK,"Let
That Be Your Last Battlefield","There is no theory, Captain, from the basic work of Mendel to
recent nucleotide studies, which would explain our captive."
SPOCK,"Let
That Be Your Last Battlefield","All
gradations of colour from black to brown, to yellow to white are
genetically predictable."
SPOCK,"Let
That Be Your Last Battlefield","We must therefore conclude that this alien is
that often unaccountable rarity, a mutation, one of a kind."
SPOCK,"Let
That Be Your Last Battlefield","Yet you are pumping him full of your noxious potions as if he
were a human."
SPOCK,"Let
That Be Your Last Battlefield","With your permission, Captain, I shall do some further research
and join you on the bridge."
SPOCK,"Let
That Be Your Last Battlefield","Negative, Captain."
SPOCK,"Let
That Be Your Last Battlefield","There is a vessel out there, Captain."
SPOCK,"Let
That Be Your Last Battlefield",Negative.
SPOCK,"Let
That Be Your Last Battlefield",This would not be a Romulan vessel.
SPOCK,"Let
That Be Your Last Battlefield","It is totally
alien in configuration."
SPOCK,"Let
That Be Your Last Battlefield",Motive power unknown.
SPOCK,"Let
That Be Your Last Battlefield","Small size of the craft
indicates a rapid scout vessel, one or two-man crew."
SPOCK,"Let
That Be Your Last Battlefield",Nothing identifiable.
SPOCK,"Let
That Be Your Last Battlefield","The craft appears to be built for speed
rather than combat."
SPOCK,"Let
That Be Your Last Battlefield",None.
SPOCK,"Let
That Be Your Last Battlefield",Completely elusive.
SPOCK,"Let
That Be Your Last Battlefield","In fact, it's invisible."
SPOCK,"Let
That Be Your Last Battlefield",There is no sensor failure.
SPOCK,"Let
That Be Your Last Battlefield",The readings persist.
SPOCK,"Let
That Be Your Last Battlefield",It just disintegrated.
SPOCK,"Let
That Be Your Last Battlefield",Fascinating.
SPOCK,"Let
That Be Your Last Battlefield","It is gone now, Captain, but it seems to have deposited an alien
presence."
SPOCK,"Let
That Be Your Last Battlefield",A most unique craft.
SPOCK,"Let
That Be Your Last Battlefield",Pity it couldn't be salvaged for our study.
SPOCK,"Let
That Be Your Last Battlefield","Elusive, Captain."
SPOCK,"Let
That Be Your Last Battlefield",I am investigating.
SPOCK,"Let
That Be Your Last Battlefield","Confirmed, Captain."
SPOCK,"Let
That Be Your Last Battlefield",Holding pattern.
SPOCK,"Let
That Be Your Last Battlefield","Co-ordinates now indicate
we are charting course to (pause) Captain, Cheron lies between four oh
three mark seven and mark nine."
SPOCK,"Let
That Be Your Last Battlefield","Captain, course is now clearly straight for Cheron, despite all
efforts to direct us to Ariannus."
SPOCK,"Let
That Be Your Last Battlefield","This is Commander Spock, science officer."
SPOCK,"Let
That Be Your Last Battlefield","Destruct sequence
number two, code one, one A, two B."
SPOCK,"Let
That Be Your Last Battlefield","Negative, Captain."
SPOCK,"Let
That Be Your Last Battlefield",We are still headed directly for Cheron.
SPOCK,"Let
That Be Your Last Battlefield","Negative, Captain."
SPOCK,"Let
That Be Your Last Battlefield","The Enterprise is now moving in a circular
course."
SPOCK,"Let
That Be Your Last Battlefield","Enterprise is now on course to Ariannus, Captain."
SPOCK,"Let
That Be Your Last Battlefield",Fascinating.
SPOCK,"Let
That Be Your Last Battlefield",Two irrevocably hostile humanoids.
SPOCK,"Let
That Be Your Last Battlefield",That description is not scientifically accurate.
SPOCK,"Let
That Be Your Last Battlefield","Commissioner, Starfleet Command may not arrive at the solution
you anticipate."
SPOCK,"Let
That Be Your Last Battlefield","There is the matter of the shuttlecraft which Lokai
appropriated."
SPOCK,"Let
That Be Your Last Battlefield","The interrogation of that matter may be of paramount
importance to Starfleet."
SPOCK,"Let
That Be Your Last Battlefield",We do not know that Lokai has done that.
SPOCK,"Let
That Be Your Last Battlefield","The obvious visual evidence, Commissioner, is that he is of the
same breed as yourself."
SPOCK,"Let
That Be Your Last Battlefield","Commissioner, perhaps the experience of my own planet Vulcan may
set an example of some value to you."
SPOCK,"Let
That Be Your Last Battlefield","Vulcan was in danger of being
destroyed by the same conditions and characteristics which threaten to
destroy Cheron."
SPOCK,"Let
That Be Your Last Battlefield","We were once a people like yourselves, wildly
emotional, often committed to irrationally opposing points of view,
leading, of course, to death and destruction."
SPOCK,"Let
That Be Your Last Battlefield","Only the discipline of
logic saved my planet from extinction."
SPOCK,"Let
That Be Your Last Battlefield",Change is the essential process of all existence.
SPOCK,"Let
That Be Your Last Battlefield","For instance,
the people of Cheron must have once been mono-coloured."
SPOCK,"Let
That Be Your Last Battlefield","The actual theory is that all life-forms evolved from the lower
levels to the more advanced stages."
SPOCK,"Let
That Be Your Last Battlefield","Trouble, Mister Chekov?"
SPOCK,"Let
That Be Your Last Battlefield","Captain, some of the memory banks of the computer are burned
out."
SPOCK,"Let
That Be Your Last Battlefield",I doubt that the same can be said for many of his followers.
SPOCK,"Let
That Be Your Last Battlefield","Captain, we are within scanning range of Cheron."
SPOCK,"Let
That Be Your Last Battlefield","Coming within visual range now, Captain."
SPOCK,"Let
That Be Your Last Battlefield","Several large cities, uninhabited."
SPOCK,"Let
That Be Your Last Battlefield","Extensive traffic systems,
barren of traffic."
SPOCK,"Let
That Be Your Last Battlefield","Lower animal sand vegetation encroaching on the
cities."
SPOCK,"Let
That Be Your Last Battlefield","No sapient life-forms registering at all, Captain."
SPOCK,"Let
That Be Your Last Battlefield","There is no
evidence of natural disaster, yet there are vast numbers of unburied
corpses in all cities."
SPOCK,"Let
That Be Your Last Battlefield","All dead, Captain."
SPOCK,"Let
That Be Your Last Battlefield",They have annihilated each other totally.
SPOCK,"Let
That Be Your Last Battlefield","None at all, sir."
SPOCK,"Let
That Be Your Last Battlefield",Where can he go?
SPOCK,"Let
That Be Your Last Battlefield","Captain, I have located them on ship's sensors."
SPOCK,"Let
That Be Your Last Battlefield","Bele is chasing
Lokai on deck three."
SPOCK,"Let
That Be Your Last Battlefield","Bele is passing recreation room three, approaching
the crewmen's lounge."
SPOCK,"Let
That Be Your Last Battlefield",Lokai is running past the crewmen's lounge.
SPOCK,"Let
That Be Your Last Battlefield","Lokai
has just arrived on deck five."
SPOCK,"Let
That Be Your Last Battlefield",Passing recreation room three.
SPOCK,"Let
That Be Your Last Battlefield","Negative, Captain."
SPOCK,"Let
That Be Your Last Battlefield",Transporter room is clear.
SPOCK,"Let
That Be Your Last Battlefield","However, there is
a life-form materialising on the planet."
SPOCK,"Let
That Be Your Last Battlefield",It is Lokai.
SPOCK,"Let
That Be Your Last Battlefield","He is back on
Cheron."
SPOCK,"Let
That Be Your Last Battlefield","It is Bele, Captain."
SPOCK,"Let
That Be Your Last Battlefield","And another life-form has appeared on
Cheron."
SPOCK,"Let
That Be Your Last Battlefield","To expect sense from two mentalities of such extreme viewpoints
is not logical."
SPOCK,"Let
That Be Your Last Battlefield",Not to Lokai and Bele.
SPOCK,"Let
That Be Your Last Battlefield",All that matters to them is their hate.
MCCOY,"Let
That Be Your Last Battlefield","That's what I've recorded, Mister Spock."
MCCOY,"Let
That Be Your Last Battlefield","Well, I can't give you any specific circumstance that will
explain him."
MCCOY,"Let
That Be Your Last Battlefield","Yes, I would agree."
MCCOY,"Let
That Be Your Last Battlefield",That's the case here.
MCCOY,"Let
That Be Your Last Battlefield","Well, I can't give you one, Jim."
MCCOY,"Let
That Be Your Last Battlefield","I've never worked on anyone
like him or anything like him."
MCCOY,"Let
That Be Your Last Battlefield","When in doubt, the book prevails, Mister Spock."
MCCOY,"Let
That Be Your Last Battlefield",I've run tests.
MCCOY,"Let
That Be Your Last Battlefield","Blood is blood, even when it's green like yours."
MCCOY,"Let
That Be Your Last Battlefield",The organs are there.
MCCOY,"Let
That Be Your Last Battlefield","They're rearranged to a degree, plus a few I've
never seen before."
MCCOY,"Let
That Be Your Last Battlefield","Now, I've enriched the oxygen content of his blood
and pumped in a strong stimulant."
MCCOY,"Let
That Be Your Last Battlefield","And I must say his recuperative
powers appear to be excellent."
MCCOY,"Let
That Be Your Last Battlefield","Well, touch and go there for a minute, but you're out of danger
now."
MCCOY,"Let
That Be Your Last Battlefield","Well, however we view him, Captain, he's certainly no ordinary
specimen."
MCCOY,"Let
That Be Your Last Battlefield","Lokai, I don't know what's normal for you exactly, but if I
had your readings, I'd be the most incredible physical specimen of all
time."
MCCOY,"Let
That Be Your Last Battlefield","Unless we get more information from him, it'll have to serve."
CHAPEL,"Let
That Be Your Last Battlefield","He's coming around, Doctor."
LOKAI,"Let
That Be Your Last Battlefield",I've heard of it.
LOKAI,"Let
That Be Your Last Battlefield",It's in the United Fleet of Planets?
LOKAI,"Let
That Be Your Last Battlefield",It was?
LOKAI,"Let
That Be Your Last Battlefield",I am not a thief.
LOKAI,"Let
That Be Your Last Battlefield","You're being very loose with your accusations and drawing
conclusions without any facts."
LOKAI,"Let
That Be Your Last Battlefield",I do not make off with things.
LOKAI,"Let
That Be Your Last Battlefield","My need gave me the right to use
the ship."
LOKAI,"Let
That Be Your Last Battlefield","Mark the word, sir, the use of it."
LOKAI,"Let
That Be Your Last Battlefield",I'm grateful for your rescue.
LOKAI,"Let
That Be Your Last Battlefield",My name is Lokai.
LOKAI,"Let
That Be Your Last Battlefield",From the planet Cheron.
LOKAI,"Let
That Be Your Last Battlefield",The charge is trifling.
LOKAI,"Let
That Be Your Last Battlefield","I would've returned the ship as soon as
I"
LOKAI,"Let
That Be Your Last Battlefield",You monotone humans are all alike.
LOKAI,"Let
That Be Your Last Battlefield","First you condemn and then
attack."
LOKAI,"Let
That Be Your Last Battlefield",I will answer no more questions.
LOKAI,"Let
That Be Your Last Battlefield",I'm very tired.
LOKAI,"Let
That Be Your Last Battlefield","I insist, I'm extremely tired."
LOKAI,"Let
That Be Your Last Battlefield","Made so by your vindictive
cross-examinations."
LOKAI,"Let
That Be Your Last Battlefield",I will answer no more questions.
LOKAI,"Let
That Be Your Last Battlefield","I will not return to Cheron with him, to a land of murdering
oppressors!"
LOKAI,"Let
That Be Your Last Battlefield",Benefactors?
LOKAI,"Let
That Be Your Last Battlefield",He's a liar.
LOKAI,"Let
That Be Your Last Battlefield","He raided our homes, tore us from our
families, herded us together like cattle and then sold us as slaves!"
LOKAI,"Let
That Be Your Last Battlefield","Yes, just education enough to serve the master race."
LOKAI,"Let
That Be Your Last Battlefield",Why should a slave show mercy to the enslaver?
LOKAI,"Let
That Be Your Last Battlefield",Freed?
LOKAI,"Let
That Be Your Last Battlefield",Were we free to be men?
LOKAI,"Let
That Be Your Last Battlefield",Free to be husbands and fathers?
LOKAI,"Let
That Be Your Last Battlefield",Free to live our lives in equality and dignity?
LOKAI,"Let
That Be Your Last Battlefield",I tried to break the chains of a hundred million people.
LOKAI,"Let
That Be Your Last Battlefield","My only
crime is that I failed."
LOKAI,"Let
That Be Your Last Battlefield",To that I do plead guilty.
LOKAI,"Let
That Be Your Last Battlefield",Not in a day.
LOKAI,"Let
That Be Your Last Battlefield","And not in ten times ten thousand years by your
thinking."
LOKAI,"Let
That Be Your Last Battlefield","To you, we are a loathsome breed who will never be ready."
LOKAI,"Let
That Be Your Last Battlefield",Genocide for my people is the plan for your utopia.
LOKAI,"Let
That Be Your Last Battlefield","I know you and all those with whom you're plotting to take power
permanently."
LOKAI,"Let
That Be Your Last Battlefield","When I return to Cheron, you will understand what power
is."
LOKAI,"Let
That Be Your Last Battlefield",I will have armies of followers.
LOKAI,"Let
That Be Your Last Battlefield","Captain, I led revolutionaries, not criminals."
LOKAI,"Let
That Be Your Last Battlefield","I demand
political asylum."
LOKAI,"Let
That Be Your Last Battlefield",This ship is a sanctuary.
LOKAI,"Let
That Be Your Last Battlefield",I will not return to Cheron.
LOKAI,"Let
That Be Your Last Battlefield","Captain, you must guarantee me
sanctuary."
LOKAI,"Let
That Be Your Last Battlefield",Stop him.
LOKAI,"Let
That Be Your Last Battlefield",My cause is just.
LOKAI,"Let
That Be Your Last Battlefield",You must help me.
LOKAI,"Let
That Be Your Last Battlefield",All of you must help me.
LOKAI,"Let
That Be Your Last Battlefield",Kill him.
LOKAI,"Let
That Be Your Last Battlefield",Kill him!
LOKAI,"Let
That Be Your Last Battlefield","What a fool I am, expecting help from someone like you."
LOKAI,"Let
That Be Your Last Battlefield",I warned you of his treachery.
LOKAI,"Let
That Be Your Last Battlefield",Kill him!
LOKAI,"Let
That Be Your Last Battlefield","You speak very well, Captain."
LOKAI,"Let
That Be Your Last Battlefield","Your words promise justice for
all."
LOKAI,"Let
That Be Your Last Battlefield","Yes, well, I have learned to wait for actions."
LOKAI,"Let
That Be Your Last Battlefield","After Ariannus,
what is justice?"
LOKAI,"Let
That Be Your Last Battlefield",I shall wait to see it dispensed.
LOKAI,"Let
That Be Your Last Battlefield","And I know from my actions you must all think me a volcanic
hothead, erupting lava from my nostrils at danger signals that are only
figments of my imagination."
LOKAI,"Let
That Be Your Last Battlefield","But believe me, my friends, there can be no
moment when I can have my guard down where such as Bele is present."
LOKAI,"Let
That Be Your Last Battlefield","So
what happens?"
LOKAI,"Let
That Be Your Last Battlefield","I act the madman out of the anger and frustration he
forces upon me, and thereby prove his point that I am a madman."
LOKAI,"Let
That Be Your Last Battlefield","Ah, Mister Chekov, therein lies my lack of ability to alert you
and your captain to the real threat of someone like Bele."
LOKAI,"Let
That Be Your Last Battlefield","You see, you
are from the planet Earth."
LOKAI,"Let
That Be Your Last Battlefield",There is no persecution on your planet.
LOKAI,"Let
That Be Your Last Battlefield","How
can you understand my fear,
my apprehension, my degradation, my suffering?"
LOKAI,"Let
That Be Your Last Battlefield","You have read about it in history, I see."
LOKAI,"Let
That Be Your Last Battlefield","How can I make your
flesh know how it feels to see all those who are like you, and only
because they are like you, despised, slaughtered, and even worse,
denied the simplest bit of decency that is a living being's right?"
LOKAI,"Let
That Be Your Last Battlefield","Do
you know what it would be like to be dragged out of your hovel into a
war on another planet?"
LOKAI,"Let
That Be Your Last Battlefield","A battle that will serve your oppressor and
bring death to you and your brothers?"
LOKAI,"Let
That Be Your Last Battlefield",So this is justice after Ariannus!
LOKAI,"Let
That Be Your Last Battlefield","You have signed my death
warrant."
LOKAI,"Let
That Be Your Last Battlefield",I warned you what to expect.
LOKAI,"Let
That Be Your Last Battlefield","Will you continue to let this
mockery of justice go on?"
